shipment_id,batch_id,customer_id,ship_date,qty_units,shipment_status
SH201136,B102713,RC121,2024-01-23 13:10:00,2875,Delivered
SH201137,B102475,RC110,2023-08-11 02:33:00,3332,Delivered
SH201138,B101561,RC120,2024-05-03 00:15:00,7327,Delivered
SH201139,B100969,RC117,2025-05-03 10:12:00,2864,Delivered
SH201140,B102857,RC118,2023-11-09 04:12:00,6075,Delivered
SH201141,B100720,RC111,2023-10-11 07:20:00,3533,Delivered
SH201142,B102511,RC106,2025-04-27 22:17:00,1654,Delivered
SH201143,B100828,RC113,2024-05-20 13:38:00,3450,Delayed
SH201144,B100369,RC109,2023-02-07 20:30:00,7022,Delivered
SH201145,B102795,RC112,2023-05-18 16:59:00,1742,Delivered
SH201146,B100848,RC122,2024-03-19 11:04:00,5191,Delivered
SH201147,B101911,RC119,2024-02-05 08:11:00,5186,Delayed
SH201148,B101784,RC121,2024-04-25 15:59:00,4260,Delivered
SH201149,B102793,RC107,2024-06-27 11:06:00,7933,Delivered
SH201150,B101248,RC109,2025-02-06 19:48:00,4186,Delivered
SH201151,B102391,RC108,2023-03-27 12:17:00,5749,Delivered
SH201152,B100467,RC116,2024-02-24 21:43:00,6885,Delivered
SH201153,B102611,RC120,2024-02-26 13:00:00,5824,Delivered
SH201154,B101301,RC108,2025-01-06 01:06:00,3096,In Transit
SH201155,B100265,RC109,2024-04-17 06:37:00,4508,Delivered
SH201156,B100052,RC100,2024-04-07 03:09:00,7741,Delivered
SH201157,B100336,RC116,2025-03-14 05:48:00,3651,Delivered
SH201158,B101309,RC122,2024-12-28 06:37:00,3520,Delivered
SH201159,B102702,RC106,2024-06-06 01:53:00,3049,Delivered
SH201160,B101482,RC102,2025-03-14 01:07:00,6016,Delivered
SH201161,B102149,RC118,2024-03-13 11:57:00,5435,Delivered
SH201162,B101297,RC114,2024-02-28 13:25:00,5796,Delivered
SH201163,B102328,RC121,2024-09-06 03:40:00,7863,Delivered
SH201164,B100426,RC112,2023-04-15 22:16:00,4437,In Transit
SH201165,B101587,RC115,2024-08-12 01:04:00,7999,Delivered
SH201166,B101355,RC102,2024-04-13 04:17:00,3700,Delivered
SH201167,B100823,RC109,2024-04-21 14:40:00,1188,Delivered
SH201168,B101613,RC101,2024-07-10 20:09:00,3934,Delivered
SH201169,B101329,RC123,2023-05-24 22:05:00,4373,Delivered
SH201170,B102746,RC101,2023-12-31 08:23:00,1508,Delivered
SH201171,B102875,RC105,2023-01-07 10:25:00,4643,Delivered
SH201172,B101905,RC110,2023-05-21 00:34:00,6463,Delivered
SH201173,B102531,RC106,2025-01-21 00:11:00,5589,Delivered
SH201174,B102282,RC110,2025-03-01 14:37:00,4998,Delivered
SH201175,B101071,RC111,2023-05-30 06:12:00,4520,Delayed
SH201176,B101754,RC114,2024-04-18 19:28:00,3046,Delivered
SH201177,B101529,RC103,2023-10-30 06:51:00,1245,In Transit
SH201178,B100477,RC104,2025-04-04 08:01:00,5920,Delivered
SH201179,B101877,RC104,2023-06-20 16:08:00,1054,Delivered
SH201180,B101856,RC111,2024-10-10 23:56:00,3515,Delivered
SH201181,B101543,RC113,2024-01-22 03:22:00,2062,Delivered
SH201182,B100269,RC117,2025-04-24 00:51:00,1661,Delivered
SH201183,B101118,RC104,2025-05-06 07:54:00,3815,Delivered
SH201184,B100987,RC108,2023-03-10 00:00:00,3974,Delivered
SH201185,B101703,RC114,2023-09-15 04:32:00,4489,Delivered
SH201186,B102024,RC109,2024-08-20 11:46:00,1918,Delayed
SH201187,B101752,RC124,2023-01-26 16:31:00,7384,Delivered
SH201188,B102230,RC120,2023-03-26 02:17:00,2987,Delayed
SH201189,B101282,RC121,2023-06-06 14:20:00,6136,In Transit
SH201190,B100191,RC104,2023-04-09 07:50:00,1144,Delivered
SH201191,B100307,RC120,2023-06-03 15:30:00,7097,Delivered
SH201192,B101692,RC116,2023-04-26 00:33:00,4684,Delivered
SH201193,B101988,RC119,2025-05-13 22:04:00,6324,Delivered
SH201194,B101450,RC102,2024-09-26 22:53:00,1080,Delivered
SH201195,B102545,RC106,2024-02-12 14:45:00,6649,Delivered
SH201196,B100667,RC106,2025-01-19 09:59:00,1983,Delivered
SH201197,B100518,RC101,2024-04-19 08:53:00,1191,Delivered
SH201198,B100664,RC120,2024-10-26 22:46:00,3405,Delivered
SH201199,B101894,RC101,2023-07-13 06:31:00,5025,Delivered
SH201200,B102327,RC116,2024-08-03 03:28:00,7626,Delivered
SH201201,B101172,RC122,2023-01-16 12:57:00,5732,In Transit
SH201202,B101909,RC104,2024-12-30 17:56:00,6343,Delivered
SH201203,B101475,RC114,2024-03-30 21:56:00,4422,Delivered
SH201204,B102834,RC109,2023-03-23 18:13:00,4575,Delivered
SH201205,B101912,RC106,2024-05-09 14:25:00,4521,Delivered
SH201206,B102860,RC124,2024-02-26 00:31:00,6181,Delivered
SH201207,B100661,RC116,2023-12-08 08:18:00,6237,Delivered
SH201208,B102103,RC122,2023-07-14 09:32:00,4139,Delivered
SH201209,B100996,RC100,2024-06-09 12:40:00,2207,Delivered
SH201210,B100827,RC119,2023-08-07 05:23:00,1755,Delivered
SH201211,B101670,RC121,2023-03-09 15:33:00,5310,Delivered
SH201212,B102525,RC121,2023-11-09 22:29:00,4156,Delivered
SH201213,B102228,RC105,2024-01-09 21:55:00,7756,Delivered
SH201214,B102270,RC101,2023-09-16 02:59:00,596,Delivered
SH201215,B100845,RC107,2023-07-15 14:24:00,4050,Delivered
SH201216,B101362,RC114,2023-05-27 15:36:00,7233,Delivered
SH201217,B101291,RC124,2023-11-10 10:30:00,6518,Delivered
SH201218,B102428,RC102,2024-12-04 13:21:00,2202,Delivered
SH201219,B100738,RC124,2023-08-11 14:34:00,634,In Transit
SH201220,B100396,RC102,2024-04-20 12:50:00,4619,Delivered
SH201221,B100947,RC101,2023-06-16 14:39:00,2830,Delivered
SH201222,B102253,RC110,2024-04-17 10:03:00,3830,Delivered
SH201223,B101095,RC107,2024-05-22 07:11:00,7511,Delivered
SH201224,B102563,RC108,2023-02-21 20:21:00,1592,Delivered
SH201225,B101400,RC105,2024-03-03 12:53:00,1629,Delivered
SH201226,B101053,RC102,2023-04-11 17:53:00,4295,Delivered
SH201227,B100123,RC121,2025-02-20 21:19:00,2657,In Transit
SH201228,B102170,RC102,2024-08-31 03:58:00,2814,Delivered
SH201229,B101070,RC115,2025-05-14 23:06:00,3272,Delivered
SH201230,B102409,RC117,2025-03-17 12:09:00,1058,Delivered
SH201231,B102336,RC110,2025-05-04 14:20:00,4498,Delivered
SH201232,B102893,RC122,2025-05-04 12:46:00,4680,Delivered
SH201233,B100924,RC101,2025-05-29 09:23:00,6206,Delivered
SH201234,B102132,RC112,2025-01-29 01:28:00,7652,In Transit
SH201235,B102523,RC101,2023-09-22 19:01:00,5568,In Transit
SH201236,B101016,RC105,2023-06-25 23:44:00,6133,Delivered
SH201237,B100966,RC120,2024-08-25 07:16:00,3275,Delivered
SH201238,B102203,RC113,2023-05-14 06:46:00,5313,Delivered
SH201239,B102174,RC123,2024-01-27 22:44:00,6717,Delivered
SH201240,B100828,RC121,2025-05-15 02:05:00,4598,Delivered
SH201241,B102498,RC113,2024-05-02 05:14:00,6915,Delivered
SH201242,B102841,RC123,2024-10-05 19:34:00,974,Delivered
SH201243,B102333,RC114,2023-03-18 06:36:00,2649,Delivered
SH201244,B102908,RC101,2023-02-01 08:11:00,4865,Delivered
SH201245,B102898,RC112,2023-12-06 12:28:00,2094,In Transit
SH201246,B102852,RC109,2023-02-04 12:46:00,2801,Delivered
SH201247,B102141,RC103,2023-03-11 20:24:00,6469,Delivered
SH201248,B100550,RC102,2024-02-15 14:14:00,563,Delivered
SH201249,B102655,RC122,2025-04-02 15:25:00,2321,Delivered
SH201250,B102063,RC110,2023-01-21 14:21:00,6536,Delivered
SH201251,B100596,RC103,2023-12-12 09:14:00,1399,Delivered
SH201252,B102811,RC112,2023-03-07 01:47:00,5117,Delivered
SH201253,B102993,RC106,2023-11-05 22:27:00,7156,Delivered
SH201254,B102172,RC120,2023-09-11 16:39:00,2040,In Transit
SH201255,B102651,RC124,2024-07-31 20:37:00,1218,Delivered
SH201256,B102865,RC104,2024-06-20 18:18:00,7069,Delivered
SH201257,B100417,RC111,2025-02-25 22:57:00,1465,In Transit
SH201258,B101785,RC112,2024-03-01 11:07:00,1062,Delivered
SH201259,B101493,RC114,2023-01-13 12:12:00,1809,Delivered
SH201260,B100476,RC111,2024-03-27 09:42:00,6868,Delivered
SH201261,B101966,RC122,2025-02-01 01:04:00,786,Returned
SH201262,B102687,RC120,2024-04-04 12:34:00,2093,Delivered
SH201263,B102091,RC119,2025-04-23 12:37:00,3066,Delivered
SH201264,B102594,RC124,2024-10-30 18:50:00,4738,Delayed
SH201265,B100187,RC103,2023-09-28 04:34:00,2799,Delivered
SH201266,B100741,RC106,2024-01-29 20:43:00,1941,Delayed
SH201267,B101692,RC123,2023-01-18 06:36:00,3409,Delivered
SH201268,B101175,RC107,2024-12-27 12:09:00,2229,Delivered
SH201269,B101244,RC119,2023-03-03 03:13:00,6414,Delivered
SH201270,B101152,RC107,2024-04-29 13:42:00,6924,Delivered
SH201271,B100147,RC116,2025-01-30 14:34:00,928,Delivered
SH201272,B102014,RC108,2023-12-01 09:15:00,2327,Delivered
SH201273,B101261,RC115,2024-09-22 10:14:00,4646,Delivered
SH201274,B102370,RC108,2025-06-04 23:48:00,7373,Delivered
SH201275,B102358,RC103,2024-10-22 15:42:00,5997,Delivered
SH201276,B102726,RC106,2024-08-06 17:49:00,7014,Delivered
SH201277,B102501,RC118,2023-04-30 01:06:00,1704,Delivered
SH201278,B101239,RC107,2023-04-29 09:22:00,5038,Delivered
SH201279,B102958,RC104,2024-05-23 22:46:00,1364,Delivered
SH201280,B100857,RC119,2025-04-06 11:44:00,6373,Delivered
SH201281,B100924,RC114,2025-04-19 16:00:00,3410,Delivered
SH201282,B102641,RC109,2024-07-10 09:31:00,2031,Delivered
SH201283,B100109,RC116,2024-08-26 03:20:00,6240,Returned
SH201284,B102607,RC103,2023-06-20 18:39:00,4445,Delivered
SH201285,B102030,RC101,2025-02-02 03:00:00,1300,Delivered
SH201286,B100998,RC103,2025-04-24 22:50:00,3037,Delivered
SH201287,B101825,RC123,2024-05-14 13:50:00,2948,Delivered
SH201288,B102409,RC104,2024-04-19 14:54:00,6685,In Transit
SH201289,B100446,RC103,2023-01-17 08:24:00,4661,Delivered
SH201290,B100213,RC120,2024-05-06 15:19:00,7197,Delivered
SH201291,B101963,RC109,2024-01-15 23:56:00,3918,Delivered
SH201292,B100162,RC104,2025-01-01 17:31:00,7827,Delivered
SH201293,B101658,RC105,2023-06-06 12:43:00,2840,Delivered
SH201294,B102430,RC117,2024-05-06 18:13:00,1148,Delayed
SH201295,B101336,RC120,2024-06-30 00:28:00,823,Delivered
SH201296,B101453,RC112,2025-01-10 01:54:00,2645,Delivered
SH201297,B100940,RC108,2025-02-12 04:21:00,731,Delivered
SH201298,B100565,RC102,2025-06-10 11:46:00,7150,In Transit
SH201299,B101869,RC108,2023-05-14 12:15:00,3690,Delayed
SH201300,B101139,RC115,2025-04-28 12:02:00,5830,Delivered
SH201301,B101014,RC100,2024-02-17 09:23:00,1753,Delivered
SH201302,B102880,RC112,2023-04-22 10:02:00,1651,Delivered
SH201303,B100301,RC111,2024-11-04 13:12:00,6745,Delivered
SH201304,B102288,RC116,2025-03-20 00:42:00,6947,Delayed
SH201305,B102459,RC123,2024-01-10 04:02:00,5019,Delivered
SH201306,B101364,RC110,2023-12-03 01:53:00,5160,Delivered
SH201307,B100198,RC117,2024-10-18 13:55:00,6145,Delivered
SH201308,B102645,RC123,2023-08-30 00:45:00,3086,Delivered
SH201309,B102703,RC120,2024-07-17 09:30:00,547,Delivered
SH201310,B101836,RC123,2023-04-21 01:35:00,5989,Delivered
SH201311,B100791,RC115,2023-11-06 23:46:00,703,Delivered
SH201312,B100996,RC118,2024-12-17 21:41:00,3152,Delivered
SH201313,B102238,RC119,2024-04-10 09:25:00,5026,Delivered
SH201314,B101551,RC114,2023-07-01 04:11:00,3622,Delivered
SH201315,B101904,RC113,2024-03-25 21:16:00,6044,Delayed
SH201316,B102748,RC108,2024-08-26 19:29:00,1793,Delayed
SH201317,B100178,RC109,2024-07-06 03:30:00,4490,Delivered
SH201318,B100761,RC119,2024-08-01 15:32:00,7794,Delivered
SH201319,B101183,RC121,2023-01-18 19:19:00,934,In Transit
SH201320,B102771,RC105,2023-10-22 15:12:00,5565,Delivered
SH201321,B101874,RC117,2023-02-27 11:34:00,6153,Delivered
SH201322,B102374,RC104,2025-02-24 13:48:00,4405,Delivered
SH201323,B102490,RC118,2024-05-16 12:42:00,3314,Delivered
SH201324,B102301,RC107,2025-02-07 13:35:00,4224,Delivered
SH201325,B100597,RC101,2025-01-05 05:51:00,1002,Delivered
SH201326,B101041,RC106,2023-06-10 21:39:00,1897,Delivered
SH201327,B102734,RC108,2023-05-12 00:47:00,7901,In Transit
SH201328,B101569,RC109,2023-04-14 09:20:00,3237,Delivered
SH201329,B101087,RC106,2023-01-21 07:38:00,6419,Delivered
SH201330,B100051,RC102,2024-08-06 04:40:00,7975,Delivered
SH201331,B102274,RC118,2025-06-07 08:32:00,1163,Delivered
SH201332,B100508,RC112,2023-11-10 16:31:00,4650,Delivered
SH201333,B100315,RC102,2025-05-08 04:00:00,593,Delivered
SH201334,B100158,RC120,2024-02-15 10:05:00,6876,Returned
SH201335,B101187,RC121,2023-07-13 00:24:00,7683,Delivered
SH201336,B101778,RC105,2025-05-16 02:57:00,7597,Delivered
SH201337,B102542,RC102,2024-10-10 07:31:00,7295,Delivered
SH201338,B100892,RC108,2023-08-08 00:10:00,4099,Delayed
SH201339,B101571,RC108,2023-03-08 02:02:00,7577,Delivered
SH201340,B100946,RC124,2023-12-20 05:08:00,5353,Delivered
SH201341,B102292,RC121,2024-11-08 14:02:00,3111,Delayed
SH201342,B102223,RC114,2024-04-23 01:16:00,4032,Delivered
SH201343,B100057,RC117,2024-06-21 10:57:00,7879,Delivered
SH201344,B100366,RC112,2023-10-02 00:04:00,7397,Delivered
SH201345,B100371,RC109,2023-08-05 05:30:00,3447,Delivered
SH201346,B100018,RC110,2024-07-01 12:52:00,2094,Delivered
SH201347,B100360,RC121,2024-11-06 16:48:00,1792,Delivered
SH201348,B101929,RC111,2023-10-10 19:43:00,2030,Delivered
SH201349,B102201,RC119,2023-01-19 01:52:00,4117,Delivered
SH201350,B102670,RC123,2024-07-01 04:34:00,4830,Delivered
SH201351,B102594,RC105,2024-04-19 06:18:00,2512,In Transit
SH201352,B102156,RC104,2025-01-29 05:43:00,4588,Delivered
SH201353,B101952,RC110,2024-08-19 17:43:00,4580,Delivered
SH201354,B101265,RC114,2025-01-21 14:16:00,4645,Delivered
SH201355,B100780,RC120,2024-03-02 22:35:00,2899,Delivered
SH201356,B101747,RC118,2023-08-01 14:31:00,6668,Delivered
SH201357,B101270,RC108,2024-01-14 10:38:00,1885,Delivered
SH201358,B102405,RC117,2023-08-09 19:13:00,4038,Delivered
SH201359,B100667,RC121,2023-02-09 09:18:00,1814,Delivered
SH201360,B100802,RC104,2024-03-06 01:44:00,3737,Delivered
SH201361,B102391,RC118,2023-03-29 13:14:00,3585,Delivered
SH201362,B101122,RC118,2023-02-12 03:24:00,7351,Delivered
SH201363,B101436,RC108,2024-03-19 20:47:00,5115,Delivered
SH201364,B102219,RC124,2024-06-16 21:40:00,2996,Delivered
SH201365,B102930,RC120,2023-04-01 23:44:00,4014,Delivered
SH201366,B102954,RC112,2024-01-30 19:21:00,1293,Delivered
SH201367,B101239,RC109,2025-01-28 07:19:00,1130,Delayed
SH201368,B102112,RC109,2023-11-27 03:50:00,7109,Delivered
SH201369,B101195,RC117,2024-11-28 23:16:00,3177,Delivered
SH201370,B102293,RC124,2023-07-18 20:48:00,6638,Delivered
SH201371,B102860,RC107,2024-01-24 10:10:00,4825,Delivered
SH201372,B100384,RC118,2023-10-29 14:43:00,1847,Delivered
SH201373,B102201,RC107,2023-11-23 10:54:00,4218,Delivered
SH201374,B101521,RC119,2024-05-08 18:46:00,1251,Delivered
SH201375,B100702,RC111,2024-12-04 18:02:00,7939,Delivered
SH201376,B101499,RC103,2023-08-26 23:45:00,924,Delivered
SH201377,B101692,RC103,2023-08-19 10:29:00,5304,Delivered
SH201378,B101185,RC105,2024-10-08 09:05:00,941,Delayed
SH201379,B100536,RC119,2025-02-17 15:18:00,5719,In Transit
SH201380,B102966,RC122,2025-03-16 14:46:00,1087,Delivered
SH201381,B101107,RC108,2024-10-03 23:47:00,879,Delivered
SH201382,B100577,RC108,2023-10-28 22:52:00,6766,Delayed
SH201383,B100935,RC118,2024-07-18 04:31:00,3538,Delivered
SH201384,B102722,RC110,2023-06-17 06:59:00,7731,In Transit
SH201385,B100253,RC111,2024-10-30 11:00:00,6027,Delivered
SH201386,B100931,RC103,2024-11-27 19:21:00,7177,Delivered
SH201387,B100507,RC120,2024-04-25 04:35:00,7353,Delayed
SH201388,B102044,RC109,2023-02-23 14:28:00,1749,Delivered
SH201389,B101917,RC109,2024-12-28 02:53:00,6636,In Transit
SH201390,B102026,RC109,2023-10-09 05:44:00,4943,Delivered
SH201391,B101956,RC111,2023-10-19 15:41:00,6855,Delivered
SH201392,B100393,RC100,2023-10-22 06:19:00,3884,Delivered
SH201393,B101858,RC114,2023-02-15 00:15:00,2463,Delivered
SH201394,B102337,RC113,2023-06-07 07:02:00,6476,Returned
SH201395,B100471,RC118,2024-12-25 18:59:00,1106,Delivered
SH201396,B100939,RC123,2024-07-31 14:57:00,729,Delivered
SH201397,B102147,RC122,2024-10-29 06:21:00,3534,Delivered
SH201398,B101333,RC109,2024-12-07 00:14:00,2602,Delivered
SH201399,B100489,RC113,2024-07-07 12:38:00,1040,Delivered
SH201400,B101106,RC114,2023-07-28 22:54:00,4017,Delivered
SH201401,B100242,RC113,2023-08-12 09:53:00,2436,Delivered
SH201402,B102559,RC116,2023-11-08 00:40:00,5042,In Transit
SH201403,B102216,RC112,2023-03-25 13:24:00,7081,Delivered
SH201404,B101057,RC106,2024-05-14 23:52:00,5983,Delivered
SH201405,B102176,RC106,2023-09-06 00:18:00,2520,Delivered
SH201406,B102112,RC100,2025-05-03 22:45:00,2901,Delivered
SH201407,B100809,RC109,2023-09-06 19:24:00,7770,Delivered
SH201408,B101907,RC120,2025-02-18 14:17:00,3595,Delivered
SH201409,B102069,RC106,2024-02-24 21:18:00,7471,Delivered
SH201410,B102662,RC118,2024-09-08 19:57:00,590,Delivered
SH201411,B100931,RC119,2023-02-07 05:58:00,4020,Delivered
SH201412,B102613,RC115,2024-01-22 07:34:00,7176,Delivered
SH201413,B101438,RC111,2024-05-30 03:58:00,3834,Delivered
SH201414,B100787,RC123,2024-06-11 19:42:00,5796,Delivered
SH201415,B100203,RC122,2023-03-22 20:23:00,1432,Delivered
SH201416,B100010,RC119,2024-01-19 04:39:00,7588,Delivered
SH201417,B101804,RC114,2025-01-11 11:59:00,6317,Delivered
SH201418,B100069,RC107,2024-03-17 15:14:00,5164,Delivered
SH201419,B100804,RC110,2023-08-05 02:36:00,5926,Delivered
SH201420,B102716,RC106,2025-03-01 12:26:00,4799,Delivered
SH201421,B101424,RC106,2024-07-12 00:12:00,7702,Delivered
SH201422,B100673,RC114,2024-09-02 08:57:00,1649,Delivered
SH201423,B102863,RC123,2024-03-19 09:35:00,1171,Delivered
SH201424,B101523,RC100,2023-07-22 14:33:00,7630,Returned
SH201425,B101019,RC102,2023-09-22 15:01:00,4037,Delivered
SH201426,B101764,RC105,2024-03-17 22:49:00,2312,Delayed
SH201427,B102839,RC101,2024-10-28 18:10:00,5919,Delivered
SH201428,B100009,RC102,2025-01-30 15:04:00,1444,Delivered
SH201429,B102980,RC123,2024-03-03 06:46:00,4332,Delivered
SH201430,B101297,RC118,2023-05-18 01:10:00,7826,Delivered
SH201431,B101057,RC116,2024-05-31 18:31:00,1725,Delivered
SH201432,B101565,RC123,2023-04-14 18:51:00,6736,Delivered
SH201433,B102773,RC110,2023-10-22 21:41:00,1179,Delivered
SH201434,B100111,RC105,2025-01-13 09:53:00,6109,Delivered
SH201435,B101527,RC115,2025-05-17 15:42:00,6887,Delivered
SH201436,B101495,RC117,2024-01-07 13:15:00,2440,Delivered
SH201437,B102021,RC102,2024-05-05 23:14:00,4052,Delivered
SH201438,B100952,RC107,2024-03-02 07:36:00,4351,Delivered
SH201439,B102163,RC120,2024-08-31 17:45:00,2846,Delivered
SH201440,B102937,RC104,2025-01-13 08:25:00,7638,Delivered
SH201441,B100212,RC117,2025-04-11 04:01:00,5759,Delivered
SH201442,B101455,RC108,2023-09-07 04:45:00,6648,Delivered
SH201443,B102314,RC108,2024-08-05 06:40:00,5009,In Transit
SH201444,B100851,RC100,2023-09-06 09:29:00,5464,Delivered
SH201445,B100970,RC101,2024-06-25 07:28:00,4597,In Transit
SH201446,B100386,RC119,2024-03-14 05:12:00,3902,Delivered
SH201447,B100094,RC124,2023-11-01 22:35:00,3817,Delivered
SH201448,B100125,RC115,2024-07-13 18:06:00,971,Delivered
SH201449,B101065,RC110,2025-03-14 22:31:00,1654,Delivered
SH201450,B102494,RC114,2024-06-30 01:01:00,3424,Delivered
SH201451,B100117,RC121,2024-02-19 02:16:00,2850,Delivered
SH201452,B102519,RC120,2024-12-20 09:24:00,4218,Delivered
SH201453,B101426,RC124,2024-07-15 23:04:00,7876,Delayed
SH201454,B102001,RC108,2023-12-09 03:54:00,3607,Delivered
SH201455,B101130,RC113,2024-10-20 12:43:00,979,Delivered
SH201456,B100993,RC119,2024-07-07 08:08:00,3513,Delivered
SH201457,B102856,RC111,2023-01-01 04:35:00,676,Delivered
SH201458,B102371,RC118,2024-10-20 01:58:00,7577,Delivered
SH201459,B102107,RC106,2025-05-25 11:23:00,5559,Delivered
SH201460,B102486,RC113,2023-10-07 16:34:00,6421,Delivered
SH201461,B102552,RC112,2023-12-17 14:24:00,1848,Delivered
SH201462,B100049,RC112,2024-12-18 16:15:00,1890,Delivered
SH201463,B102954,RC122,2023-09-15 17:27:00,2593,Delivered
SH201464,B102048,RC113,2024-02-22 06:18:00,6737,Delivered
SH201465,B102442,RC124,2024-05-31 16:00:00,5792,Delivered
SH201466,B101898,RC116,2023-02-24 10:08:00,5696,Delivered
SH201467,B102965,RC100,2023-08-20 11:33:00,7043,Delivered
SH201468,B102556,RC101,2023-11-03 09:40:00,5957,Delivered
SH201469,B100170,RC107,2023-06-04 07:41:00,6397,Delivered
SH201470,B100167,RC105,2024-02-02 20:03:00,1177,Delivered
SH201471,B102376,RC110,2024-07-08 00:57:00,2744,Delivered
SH201472,B102550,RC121,2023-04-11 16:49:00,7226,Delivered
SH201473,B100594,RC118,2024-02-16 05:51:00,7417,In Transit
SH201474,B100662,RC117,2024-02-12 12:46:00,5143,Delivered
SH201475,B101711,RC109,2024-01-05 01:55:00,7379,Delivered
SH201476,B101838,RC123,2023-06-17 08:45:00,1869,Delivered
SH201477,B101787,RC112,2023-09-25 02:51:00,804,Delivered
SH201478,B101859,RC123,2024-07-15 07:55:00,2568,Delivered
SH201479,B102634,RC108,2023-06-30 01:22:00,1262,In Transit
SH201480,B102552,RC101,2024-09-15 00:00:00,7217,Delivered
SH201481,B100960,RC105,2025-01-12 13:11:00,7042,In Transit
SH201482,B100860,RC102,2024-11-04 04:41:00,4575,Delivered
SH201483,B101504,RC101,2023-08-29 14:08:00,4534,Delivered
SH201484,B101483,RC113,2025-01-09 19:42:00,4726,Delivered
SH201485,B102230,RC106,2023-07-13 07:47:00,6801,Delivered
SH201486,B100950,RC114,2025-04-12 08:08:00,1693,Delivered
SH201487,B102005,RC120,2024-03-16 09:00:00,7227,Delivered
SH201488,B100191,RC108,2023-10-25 18:57:00,5223,Delivered
SH201489,B101094,RC123,2024-04-17 20:12:00,1387,Delivered
SH201490,B102931,RC117,2023-06-13 00:33:00,7260,Delivered
SH201491,B100986,RC123,2024-04-26 02:34:00,7157,Delivered
SH201492,B101035,RC115,2024-07-30 12:42:00,5103,Delivered
SH201493,B101365,RC104,2023-06-25 08:35:00,5122,Delivered
SH201494,B102370,RC104,2025-02-16 22:52:00,3492,Delivered
SH201495,B101872,RC110,2023-11-05 07:04:00,2834,Delayed
SH201496,B102767,RC104,2024-04-20 04:31:00,4769,Delivered
SH201497,B100859,RC121,2024-05-27 16:57:00,3632,Delivered
SH201498,B100280,RC119,2023-09-23 21:39:00,4535,Delayed
SH201499,B101214,RC102,2025-05-25 17:55:00,4968,Delivered
SH201500,B100423,RC123,2023-09-02 16:11:00,6511,In Transit
SH201501,B101189,RC108,2024-03-23 09:19:00,1240,Delivered
SH201502,B100706,RC118,2025-03-05 20:08:00,2557,Delayed
SH201503,B101096,RC124,2023-05-27 10:53:00,2286,Delivered
SH201504,B101528,RC107,2025-02-17 08:13:00,3007,Delayed
SH201505,B100868,RC110,2024-03-10 20:39:00,568,Delivered
SH201506,B101861,RC100,2025-02-14 02:02:00,7556,Delivered
SH201507,B102519,RC103,2024-08-09 14:07:00,6178,Delivered
SH201508,B102799,RC114,2025-05-17 11:29:00,1160,Delivered
SH201509,B101257,RC103,2023-04-14 15:08:00,2209,Delivered
SH201510,B101693,RC114,2024-03-17 04:38:00,2743,Delivered
SH201511,B101291,RC104,2024-11-13 04:25:00,6797,Delivered
SH201512,B102333,RC117,2024-01-13 21:00:00,5429,Delivered
SH201513,B100880,RC101,2025-05-16 00:11:00,7784,In Transit
SH201514,B102757,RC112,2023-06-17 19:28:00,4267,Delivered
SH201515,B102838,RC114,2025-02-04 18:14:00,3146,In Transit
SH201516,B101680,RC124,2025-01-30 21:20:00,7418,Delivered
SH201517,B102557,RC102,2025-01-05 03:35:00,3130,Delivered
SH201518,B101085,RC104,2024-05-08 19:08:00,7748,Delivered
SH201519,B100459,RC101,2023-01-13 12:27:00,4531,Delivered
SH201520,B102577,RC116,2023-04-12 13:37:00,5360,Delivered
SH201521,B102620,RC101,2024-08-30 15:41:00,6906,Delivered
SH201522,B101725,RC103,2024-12-06 00:56:00,3789,Delivered
SH201523,B101339,RC107,2024-07-08 12:29:00,5905,Delivered
SH201524,B101199,RC100,2023-10-15 05:45:00,2431,Delivered
SH201525,B100491,RC108,2024-03-09 10:38:00,5761,Delivered
SH201526,B101974,RC123,2024-06-23 20:09:00,5495,Delivered
SH201527,B102730,RC113,2024-02-15 14:09:00,5684,Delivered
SH201528,B101045,RC106,2025-03-10 23:09:00,3194,Delivered
SH201529,B102285,RC119,2024-09-11 10:50:00,3349,Delivered
SH201530,B100401,RC102,2023-02-26 23:01:00,5737,Delivered
SH201531,B101532,RC114,2024-03-13 19:11:00,4174,Delivered
SH201532,B101306,RC121,2023-12-28 21:55:00,5249,Delivered
SH201533,B101671,RC101,2023-12-14 07:59:00,1823,Delivered
SH201534,B101995,RC104,2025-01-07 04:23:00,4565,Delivered
SH201535,B100295,RC121,2023-08-20 13:33:00,3918,Delivered
SH201536,B100544,RC116,2023-06-20 05:51:00,1746,Delivered
SH201537,B100430,RC124,2024-10-12 13:39:00,3386,Delivered
SH201538,B102958,RC115,2023-09-22 21:29:00,5340,Delivered
SH201539,B101117,RC121,2024-08-26 10:45:00,1501,Delivered
SH201540,B100603,RC108,2023-03-27 23:04:00,5241,Delivered
SH201541,B102246,RC111,2024-08-16 15:20:00,4509,Delivered
SH201542,B100771,RC101,2023-07-11 15:17:00,5395,Delivered
SH201543,B102308,RC116,2023-06-05 08:47:00,1378,Delivered
SH201544,B100889,RC124,2024-08-04 17:01:00,1546,Delivered
SH201545,B101487,RC100,2024-08-11 09:14:00,2014,Returned
SH201546,B102123,RC100,2025-05-28 21:08:00,5299,Delivered
