batch_id,plant_id,line_id,sku_id,production_start,planned_qty_units,actual_qty_units,defect_units,batch_status
B100765,P04,L014,SKU513,2024-06-26 09:33:00,13854,14081,714,Completed
B100766,P03,L022,SKU509,2023-11-16 22:33:00,9779,9910,72,Reworked
B100767,P02,L024,SKU508,2023-11-03 06:29:00,15555,14613,594,Reworked
B100768,P01,L026,SKU507,2024-09-23 02:07:00,13008,12918,265,Completed
B100769,P02,L011,SKU503,2025-02-12 20:45:00,5119,4888,113,Completed
B100770,P03,L014,SKU508,2023-04-25 21:07:00,5381,5212,106,Completed
B100771,P04,L011,SKU510,2025-01-30 21:53:00,17793,16648,767,Completed
B100772,P01,L017,SKU514,2025-01-17 00:04:00,11352,11550,77,Scrapped
B100773,P03,L005,SKU508,2023-04-09 03:34:00,6962,6910,115,Scrapped
B100774,P04,L014,SKU514,2023-04-08 08:20:00,4578,4333,24,Completed
B100775,P04,L007,SKU514,2024-09-17 12:49:00,4310,4125,44,Completed
B100776,P02,L018,SKU507,2025-01-28 12:35:00,18558,17857,177,Completed
B100777,P01,L028,SKU506,2023-12-21 10:49:00,19572,19469,432,Completed
B100778,P02,L032,SKU502,2024-07-30 13:43:00,9082,9196,1110,Completed
B100779,P04,L015,SKU504,2025-06-18 17:50:00,5629,5359,43,Scrapped
B100780,P04,L002,SKU513,2023-10-18 12:25:00,9539,9226,823,Completed
B100781,P03,L008,SKU502,2023-07-22 12:30:00,4459,4366,212,Scrapped
B100782,P01,L004,SKU505,2025-06-11 10:57:00,11893,11409,678,Scrapped
B100783,P01,L025,SKU510,2023-09-10 11:19:00,13268,12875,411,Scrapped
B100784,P02,L032,SKU503,2024-03-01 08:00:00,19735,18364,1382,Completed
B100785,P03,L018,SKU514,2024-02-02 21:29:00,7739,7249,440,Completed
B100786,P01,L006,SKU509,2024-04-15 21:41:00,5560,5338,106,Completed
B100787,P03,L001,SKU500,2023-08-30 20:14:00,4400,4450,5,Reworked
B100788,P03,L032,SKU503,2024-09-03 02:55:00,8789,8392,21,Scrapped
B100789,P01,L011,SKU511,2024-09-14 19:03:00,12820,12114,301,Completed
B100790,P01,L004,SKU512,2023-06-30 12:03:00,3199,3180,74,Completed
B100791,P02,L006,SKU513,2024-03-08 19:36:00,15661,15894,490,Completed
B100792,P03,L009,SKU512,2023-02-21 14:59:00,10281,9930,1352,Completed
B100793,P04,L021,SKU501,2023-07-18 18:58:00,16277,14988,964,Completed
B100794,P02,L029,SKU510,2025-06-07 11:54:00,10344,10228,149,Completed
B100795,P02,L009,SKU501,2024-03-31 17:40:00,4799,4614,69,Scrapped
B100796,P04,L022,SKU501,2024-07-14 10:57:00,2386,2355,80,Completed
B100797,P02,L003,SKU510,2025-03-10 21:48:00,12023,11395,955,Completed
B100798,P02,L001,SKU507,2024-10-04 08:50:00,11709,10775,354,Completed
B100799,P02,L002,SKU509,2024-12-14 03:44:00,16646,15887,1629,Scrapped
B100800,P01,L030,SKU512,2024-10-02 20:19:00,17790,17620,90,Completed
B100801,P02,L019,SKU501,2024-03-24 22:42:00,4899,4699,116,Scrapped
B100802,P03,L026,SKU507,2024-07-23 07:33:00,7664,7218,642,Reworked
B100803,P04,L001,SKU512,2023-09-17 15:26:00,5738,5545,91,Completed
B100804,P03,L001,SKU506,2025-03-12 08:58:00,3920,3901,129,Completed
B100805,P04,L028,SKU507,2023-06-11 21:32:00,2043,1903,147,Completed
B100806,P03,L004,SKU507,2025-03-06 16:34:00,3481,3443,42,Scrapped
B100807,P01,L005,SKU513,2025-03-01 13:04:00,11443,11291,350,Scrapped
B100808,P02,L017,SKU500,2023-05-09 01:13:00,4733,4529,47,Completed
B100809,P04,L020,SKU513,2024-10-01 03:36:00,5504,5597,199,Completed
B100810,P01,L008,SKU512,2025-06-09 16:50:00,4121,4160,79,Completed
B100811,P04,L015,SKU512,2024-05-29 22:43:00,15036,14308,800,Reworked
B100812,P03,L022,SKU506,2023-11-03 07:26:00,13442,12408,432,Reworked
B100813,P02,L015,SKU507,2025-03-02 11:47:00,19319,18369,308,Completed
B100814,P04,L013,SKU505,2024-04-06 07:12:00,4006,3767,65,Completed
B100815,P04,L003,SKU503,2023-04-20 12:30:00,5757,5611,35,Completed
B100816,P01,L015,SKU513,2023-08-13 08:19:00,10202,10323,592,Reworked
B100817,P01,L026,SKU507,2024-09-06 05:46:00,13683,13779,413,Completed
B100818,P03,L021,SKU510,2024-02-14 19:54:00,4341,4126,101,Scrapped
B100819,P04,L029,SKU501,2023-07-15 00:59:00,5813,5597,214,Completed
B100820,P01,L005,SKU511,2024-12-20 03:07:00,9587,8855,135,Scrapped
B100821,P03,L001,SKU509,2023-04-19 12:28:00,2324,2264,51,Scrapped
B100822,P01,L018,SKU514,2023-07-17 03:50:00,9114,8442,355,Reworked
B100823,P03,L006,SKU502,2024-02-24 01:08:00,15653,15869,549,Completed
B100824,P03,L020,SKU508,2023-02-05 13:43:00,11479,11555,196,Completed
B100825,P01,L029,SKU507,2023-12-15 15:41:00,9812,9237,402,Completed
B100826,P03,L011,SKU508,2025-03-29 22:58:00,10782,10673,430,Reworked
B100827,P04,L018,SKU500,2025-04-27 01:20:00,19042,18600,283,Reworked
B100828,P04,L022,SKU507,2025-02-23 18:13:00,11367,11368,276,Scrapped
B100829,P01,L005,SKU504,2023-10-19 13:57:00,11617,11240,356,Scrapped
B100830,P01,L029,SKU509,2023-02-28 09:12:00,18754,17613,38,Completed
B100831,P01,L007,SKU503,2025-01-03 09:53:00,4834,4756,85,Completed
B100832,P02,L026,SKU506,2023-12-02 23:39:00,3727,3458,193,Reworked
B100833,P01,L022,SKU509,2024-11-04 22:39:00,10095,9877,22,Reworked
B100834,P04,L005,SKU500,2023-04-18 06:00:00,7734,7279,92,Completed
B100835,P04,L024,SKU511,2024-08-24 03:09:00,5652,5586,73,Completed
B100836,P04,L007,SKU510,2024-06-11 17:59:00,4151,4162,66,Completed
B100837,P01,L020,SKU500,2025-04-08 08:39:00,17804,16574,197,Scrapped
B100838,P01,L031,SKU500,2023-04-02 17:41:00,13057,12535,285,Completed
B100839,P04,L031,SKU512,2024-01-03 03:10:00,14436,14340,1275,Reworked
B100840,P02,L028,SKU504,2025-06-09 22:44:00,4125,3862,17,Scrapped
B100841,P03,L016,SKU512,2023-12-17 16:53:00,8142,7951,52,Scrapped
B100842,P04,L018,SKU507,2024-08-15 05:42:00,13174,13005,195,Completed
B100843,P01,L010,SKU505,2023-05-25 20:27:00,11500,10988,799,Reworked
B100844,P01,L030,SKU504,2024-10-17 13:33:00,14507,14553,458,Completed
B100845,P01,L016,SKU509,2023-09-06 04:27:00,14050,13643,423,Scrapped
B100846,P01,L025,SKU501,2024-05-29 23:58:00,9440,9276,533,Scrapped
B100847,P01,L012,SKU506,2025-03-02 19:10:00,16091,15030,220,Completed
B100848,P04,L024,SKU505,2024-08-17 22:41:00,6673,6154,127,Completed
B100849,P03,L008,SKU502,2024-03-02 22:39:00,3442,3184,11,Reworked
B100850,P04,L024,SKU505,2023-06-21 01:08:00,18440,18631,369,Completed
B100851,P04,L002,SKU507,2023-11-04 05:13:00,2405,2424,60,Reworked
B100852,P04,L004,SKU510,2025-02-03 08:21:00,7106,7111,632,Completed
B100853,P01,L012,SKU501,2023-07-14 12:01:00,4060,3816,59,Completed
B100854,P02,L016,SKU513,2024-08-13 16:08:00,6172,6002,546,Reworked
B100855,P04,L023,SKU513,2024-03-12 11:08:00,9109,9105,1157,Scrapped
B100856,P01,L012,SKU510,2023-10-16 18:55:00,4332,4277,111,Completed
B100857,P01,L001,SKU513,2024-10-06 23:58:00,10400,9688,31,Reworked
B100858,P03,L011,SKU506,2023-11-22 22:11:00,18691,18869,577,Completed
B100859,P04,L015,SKU512,2023-09-16 00:32:00,4456,4171,148,Scrapped
B100860,P04,L018,SKU510,2024-04-21 07:51:00,18678,17504,1792,Completed
B100861,P04,L021,SKU508,2024-11-12 22:40:00,9400,9494,435,Completed
B100862,P01,L008,SKU502,2025-02-16 17:25:00,12664,12264,1007,Reworked
B100863,P04,L020,SKU508,2024-07-20 19:24:00,9949,9524,108,Scrapped
B100864,P04,L021,SKU513,2024-08-18 18:51:00,7699,7509,42,Completed
B100865,P03,L025,SKU514,2024-12-09 19:21:00,3963,4034,49,Completed
B100866,P04,L017,SKU506,2023-08-31 07:42:00,12680,11817,634,Scrapped
B100867,P04,L026,SKU503,2023-08-14 19:38:00,18499,18419,1351,Scrapped
B100868,P02,L008,SKU511,2024-03-11 14:04:00,11374,10844,961,Completed
B100869,P01,L023,SKU501,2024-07-21 22:12:00,12784,11910,520,Completed
B100870,P02,L002,SKU502,2024-08-04 09:30:00,13587,13073,488,Scrapped
B100871,P01,L004,SKU508,2023-05-19 08:40:00,8993,8767,620,Reworked
B100872,P01,L028,SKU514,2024-12-03 13:10:00,4170,3922,100,Completed
B100873,P01,L016,SKU504,2023-11-24 10:00:00,11124,10684,885,Completed
B100874,P03,L020,SKU506,2025-02-28 13:28:00,17640,17350,466,Scrapped
B100875,P03,L020,SKU504,2024-10-13 22:10:00,7655,7483,495,Reworked
B100876,P03,L023,SKU506,2025-06-03 15:34:00,17686,17550,733,Completed
B100877,P03,L008,SKU500,2024-07-22 12:02:00,17377,17440,463,Completed
B100878,P03,L006,SKU508,2024-04-19 17:54:00,6406,6155,121,Completed
B100879,P03,L002,SKU508,2023-06-19 01:47:00,12350,11884,439,Scrapped
B100880,P01,L028,SKU504,2023-12-25 19:09:00,15455,14986,699,Completed
B100881,P04,L008,SKU503,2025-02-11 12:12:00,10908,10653,229,Scrapped
B100882,P02,L019,SKU511,2023-12-10 19:50:00,14588,13578,183,Reworked
B100883,P01,L015,SKU502,2023-02-18 00:22:00,18395,17498,408,Completed
B100884,P04,L006,SKU500,2023-08-09 14:51:00,13290,12455,154,Completed
B100885,P03,L014,SKU500,2024-06-19 16:39:00,17083,16375,668,Scrapped
B100886,P01,L003,SKU513,2024-07-20 04:46:00,16417,16701,668,Completed
B100887,P01,L006,SKU505,2025-06-04 10:31:00,16630,16268,14,Reworked
B100888,P01,L005,SKU501,2025-04-20 11:16:00,17342,16699,935,Completed
B100889,P02,L027,SKU513,2024-04-23 08:30:00,6060,5918,151,Completed
B100890,P01,L019,SKU502,2024-05-14 01:28:00,2330,2299,88,Completed
B100891,P03,L030,SKU505,2024-12-21 14:30:00,4756,4582,34,Completed
B100892,P03,L014,SKU500,2023-02-13 18:46:00,6494,6265,528,Scrapped
B100893,P04,L007,SKU510,2024-06-19 15:54:00,14421,14278,192,Completed
B100894,P03,L020,SKU510,2024-03-02 14:26:00,11178,10351,96,Scrapped
B100895,P03,L030,SKU511,2024-12-05 18:42:00,10435,10163,969,Completed
B100896,P03,L018,SKU503,2024-12-21 07:41:00,2163,2108,36,Completed
B100897,P01,L001,SKU504,2024-08-13 00:49:00,14306,14244,119,Completed
B100898,P01,L010,SKU514,2024-08-14 13:18:00,8556,8712,173,Completed
B100899,P03,L030,SKU512,2024-09-14 00:27:00,15691,15684,578,Completed
B100900,P01,L017,SKU500,2024-06-06 02:54:00,4029,3909,153,Scrapped
B100901,P01,L031,SKU510,2023-07-25 00:43:00,7315,6853,261,Completed
B100902,P01,L017,SKU512,2023-09-14 01:43:00,2984,2920,78,Completed
B100903,P04,L001,SKU508,2024-10-29 15:19:00,7123,7147,279,Scrapped
B100904,P02,L028,SKU509,2024-07-10 12:44:00,18620,18866,258,Scrapped
B100905,P03,L025,SKU500,2023-08-03 02:51:00,10834,10861,759,Completed
B100906,P02,L023,SKU500,2025-03-01 01:44:00,9912,9306,773,Reworked
B100907,P01,L032,SKU500,2025-06-01 13:49:00,6923,6862,222,Scrapped
B100908,P02,L007,SKU502,2024-07-17 11:21:00,6767,6821,404,Scrapped
B100909,P01,L029,SKU514,2023-07-25 00:12:00,14011,13844,547,Scrapped
B100910,P04,L008,SKU509,2025-04-24 10:51:00,19733,19507,602,Completed
B100911,P01,L032,SKU511,2023-08-02 00:22:00,15441,14978,1016,Reworked
B100912,P02,L007,SKU504,2024-01-25 05:13:00,15265,15016,89,Scrapped
B100913,P04,L018,SKU514,2025-02-11 19:20:00,10496,9965,972,Completed
B100914,P03,L026,SKU502,2024-04-13 14:39:00,3775,3506,122,Completed
B100915,P02,L003,SKU513,2023-08-07 16:29:00,15028,15069,138,Completed
B100916,P03,L003,SKU500,2023-03-14 02:12:00,16557,16794,182,Completed
B100917,P04,L028,SKU500,2023-11-21 19:30:00,11187,11250,290,Scrapped
B100918,P02,L002,SKU501,2024-08-27 21:08:00,3647,3477,80,Completed
B100919,P03,L020,SKU511,2024-10-05 04:13:00,14831,13783,863,Reworked
B100920,P04,L031,SKU503,2023-07-20 15:32:00,18579,17613,820,Completed
B100921,P03,L020,SKU506,2023-05-23 20:58:00,6049,6074,208,Scrapped
B100922,P02,L016,SKU507,2024-09-23 07:22:00,4869,4798,39,Completed
B100923,P01,L014,SKU511,2023-05-24 03:56:00,15299,15554,84,Completed
B100924,P01,L021,SKU505,2023-02-27 19:53:00,7972,7607,148,Completed
B100925,P04,L019,SKU500,2024-03-13 17:20:00,14872,14502,203,Completed
B100926,P03,L017,SKU505,2024-05-28 19:41:00,14657,14642,173,Reworked
B100927,P02,L005,SKU504,2023-08-08 07:50:00,6798,6413,253,Completed
B100928,P02,L022,SKU510,2023-07-10 02:21:00,2760,2805,65,Completed
B100929,P03,L024,SKU511,2023-08-01 02:12:00,12007,11757,1110,Reworked
B100930,P03,L023,SKU501,2023-11-05 13:02:00,9339,8599,13,Completed
B100931,P03,L003,SKU511,2023-01-09 07:33:00,17395,16047,36,Reworked
B100932,P02,L023,SKU501,2023-01-11 13:55:00,8443,8512,54,Completed
B100933,P03,L024,SKU509,2023-11-30 09:42:00,6491,6390,62,Completed
B100934,P02,L006,SKU505,2023-01-18 21:55:00,17483,17418,1508,Completed
B100935,P04,L028,SKU504,2023-10-14 10:12:00,15247,15222,635,Completed
B100936,P01,L017,SKU507,2024-06-06 19:42:00,13130,12631,335,Completed
B100937,P01,L016,SKU504,2023-01-29 00:57:00,19171,19168,616,Completed
B100938,P02,L024,SKU511,2024-07-10 01:01:00,16093,16314,915,Completed
B100939,P03,L017,SKU514,2024-07-13 02:38:00,17592,16487,454,Completed
B100940,P03,L018,SKU512,2024-05-31 00:00:00,16382,16323,999,Reworked
B100941,P02,L010,SKU506,2024-07-17 23:45:00,9227,8772,233,Completed
B100942,P04,L030,SKU507,2024-12-29 07:30:00,3122,2972,86,Completed
B100943,P02,L032,SKU506,2023-03-05 17:17:00,12929,12428,635,Completed
B100944,P01,L005,SKU511,2023-06-01 22:40:00,15768,15868,383,Scrapped
B100945,P01,L024,SKU508,2023-10-13 08:05:00,19851,18306,47,Completed
B100946,P04,L001,SKU507,2024-09-11 07:17:00,14268,13745,245,Completed
B100947,P01,L012,SKU506,2025-02-24 12:35:00,12231,12084,140,Reworked
B100948,P04,L032,SKU505,2025-04-06 19:09:00,12362,11509,151,Scrapped
B100949,P02,L006,SKU508,2024-06-07 22:48:00,4070,4066,69,Reworked
B100950,P01,L013,SKU510,2024-01-05 02:27:00,2132,2162,60,Completed
B100951,P02,L008,SKU506,2024-01-06 18:39:00,2817,2617,134,Completed
B100952,P03,L024,SKU512,2023-02-23 20:11:00,18287,17103,156,Completed
B100953,P02,L015,SKU512,2024-02-23 14:12:00,16225,16507,481,Completed
B100954,P04,L019,SKU506,2024-04-06 13:27:00,6683,6280,221,Completed
B100955,P03,L031,SKU513,2023-07-07 10:50:00,9625,8930,233,Reworked
B100956,P02,L017,SKU502,2024-11-22 03:45:00,10705,10867,43,Completed
B100957,P03,L024,SKU513,2024-12-31 16:38:00,6442,6501,54,Completed
B100958,P04,L004,SKU504,2023-09-29 19:36:00,9608,9469,217,Completed
B100959,P02,L007,SKU508,2025-04-02 14:30:00,8258,8052,1148,Completed
B100960,P01,L031,SKU504,2023-04-07 09:21:00,14506,14678,555,Completed
B100961,P02,L028,SKU506,2025-03-30 14:20:00,15632,15406,1450,Completed
B100962,P04,L022,SKU505,2024-11-22 06:33:00,3771,3717,142,Completed
B100963,P01,L013,SKU510,2023-07-21 12:58:00,10374,10419,28,Scrapped
B100964,P04,L007,SKU501,2024-08-08 03:34:00,19842,19550,304,Completed
B100965,P03,L028,SKU512,2023-10-07 15:59:00,17632,17109,256,Completed
B100966,P03,L026,SKU513,2024-12-20 18:14:00,16287,15618,384,Completed
B100967,P02,L008,SKU508,2023-05-25 13:27:00,15228,14775,696,Scrapped
B100968,P04,L019,SKU508,2023-08-09 10:04:00,2077,2019,37,Completed
B100969,P01,L020,SKU510,2023-10-04 11:32:00,19532,18674,333,Completed
B100970,P02,L016,SKU502,2023-06-29 17:03:00,15233,14696,1254,Completed
B100971,P02,L030,SKU511,2023-10-27 12:35:00,17993,17996,1027,Completed
B100972,P02,L004,SKU503,2024-06-26 07:49:00,18360,17655,716,Completed
B100973,P02,L009,SKU510,2024-07-23 19:05:00,6581,6071,168,Completed
B100974,P01,L004,SKU504,2024-05-13 12:57:00,2248,2131,36,Scrapped
B100975,P01,L023,SKU511,2023-06-20 16:21:00,13863,13075,1437,Reworked
B100976,P01,L021,SKU511,2023-07-02 04:47:00,10261,10254,259,Completed
B100977,P03,L032,SKU503,2025-04-07 10:58:00,2369,2285,88,Completed
B100978,P02,L018,SKU509,2023-08-15 04:52:00,6874,6516,159,Completed
B100979,P03,L005,SKU507,2023-04-03 18:56:00,19839,19860,779,Completed
B100980,P03,L015,SKU504,2024-02-13 14:08:00,8540,7873,236,Completed
B100981,P03,L003,SKU508,2023-01-07 04:33:00,6698,6278,325,Scrapped
B100982,P03,L022,SKU514,2023-11-05 09:18:00,13781,13818,418,Completed
B100983,P03,L022,SKU500,2025-02-08 10:48:00,13966,13617,214,Completed
B100984,P03,L028,SKU514,2023-08-29 15:38:00,7977,7955,576,Scrapped
B100985,P03,L011,SKU512,2024-09-25 09:25:00,17284,17349,895,Completed
B100986,P03,L010,SKU507,2024-03-16 19:58:00,12445,12621,600,Completed
B100987,P02,L003,SKU509,2023-11-16 19:46:00,4888,4527,56,Reworked
B100988,P01,L014,SKU505,2024-08-18 10:01:00,7849,7848,47,Completed
B100989,P04,L016,SKU501,2024-06-19 22:47:00,17261,17103,778,Completed
B100990,P02,L025,SKU508,2023-10-14 09:50:00,3607,3393,68,Scrapped
B100991,P03,L025,SKU512,2023-07-21 04:33:00,2220,2249,104,Completed
B100992,P01,L005,SKU503,2025-04-05 03:19:00,13817,13270,1523,Completed
B100993,P02,L010,SKU510,2023-06-01 13:12:00,9955,10042,214,Scrapped
B100994,P03,L017,SKU511,2025-05-13 13:10:00,6550,6422,112,Completed
B100995,P03,L011,SKU511,2024-02-29 00:49:00,10496,10209,236,Completed
B100996,P03,L001,SKU505,2025-06-16 01:39:00,5304,4964,450,Scrapped
B100997,P02,L028,SKU505,2023-11-14 20:51:00,8733,8832,346,Completed
B100998,P04,L024,SKU506,2024-05-23 22:57:00,6210,6058,12,Completed
B100999,P03,L017,SKU512,2024-07-07 16:58:00,12554,11557,118,Completed
B101000,P04,L011,SKU513,2023-11-01 19:53:00,14125,13020,268,Completed
B101001,P03,L027,SKU506,2023-07-16 08:01:00,18467,18425,1298,Completed
B101002,P03,L002,SKU514,2024-04-13 07:18:00,3219,3013,62,Completed
B101003,P04,L015,SKU508,2024-08-19 15:14:00,7885,7726,319,Completed
B101004,P01,L026,SKU505,2023-08-24 06:44:00,6759,6678,282,Completed
B101005,P04,L031,SKU500,2024-11-21 04:12:00,12426,11779,132,Completed
B101006,P04,L009,SKU509,2024-07-28 23:43:00,11596,11328,83,Scrapped
B101007,P03,L021,SKU509,2023-05-30 23:20:00,17794,16797,406,Completed
B101008,P03,L007,SKU514,2025-04-24 18:48:00,18542,18813,101,Completed
B101009,P03,L004,SKU510,2023-02-09 11:20:00,15913,16008,261,Completed
B101010,P02,L012,SKU500,2024-08-11 08:31:00,5580,5294,148,Completed
B101011,P04,L029,SKU508,2024-01-31 15:05:00,2733,2658,8,Completed
B101012,P01,L023,SKU511,2024-08-11 10:16:00,18184,17639,1011,Completed
B101013,P02,L016,SKU507,2024-11-27 14:55:00,18970,19273,135,Completed
B101014,P03,L010,SKU506,2024-09-10 11:31:00,6506,6241,466,Reworked
B101015,P04,L005,SKU512,2024-08-08 16:50:00,2839,2771,384,Completed
B101016,P02,L009,SKU509,2025-01-26 19:07:00,14250,14433,221,Reworked
B101017,P02,L005,SKU510,2024-09-23 16:38:00,12597,11794,167,Scrapped
B101018,P01,L006,SKU506,2025-01-02 08:50:00,17999,17549,221,Completed
B101019,P01,L023,SKU504,2023-12-29 13:19:00,12356,11498,592,Completed
B101020,P01,L005,SKU507,2023-07-02 12:58:00,15686,15399,832,Completed
B101021,P01,L002,SKU514,2023-07-31 10:49:00,16155,15453,256,Completed
B101022,P04,L018,SKU509,2024-07-04 21:30:00,2176,2212,181,Scrapped
B101023,P04,L010,SKU510,2024-04-23 14:25:00,4671,4491,96,Scrapped
B101024,P04,L015,SKU501,2023-03-11 10:29:00,16040,14975,219,Completed
B101025,P01,L005,SKU514,2023-07-03 22:17:00,5228,5245,239,Completed
B101026,P01,L007,SKU503,2025-05-20 19:06:00,5710,5721,84,Scrapped
B101027,P02,L015,SKU514,2024-10-15 14:32:00,15537,15373,74,Scrapped
B101028,P03,L023,SKU506,2024-11-10 11:31:00,5681,5651,34,Completed
B101029,P02,L014,SKU513,2023-06-27 06:28:00,4691,4439,38,Reworked
B101030,P02,L018,SKU513,2023-02-27 19:11:00,2242,2206,6,Reworked
B101031,P01,L017,SKU511,2023-09-20 03:17:00,10450,9653,356,Completed
B101032,P03,L009,SKU513,2025-02-10 04:34:00,13462,12650,152,Completed
B101033,P02,L009,SKU509,2024-03-31 21:22:00,15169,15369,223,Completed
B101034,P01,L014,SKU512,2024-12-07 03:53:00,18300,18188,156,Completed
B101035,P03,L002,SKU502,2024-03-14 00:56:00,13722,12940,436,Completed
B101036,P04,L022,SKU501,2024-03-17 04:00:00,15615,14539,591,Reworked
B101037,P01,L020,SKU508,2024-06-24 18:20:00,5790,5876,295,Scrapped
B101038,P02,L010,SKU512,2025-05-13 00:51:00,8127,7568,522,Completed
B101039,P04,L012,SKU511,2024-01-29 16:48:00,7471,7065,517,Completed
B101040,P03,L011,SKU507,2024-06-20 04:26:00,3170,2974,26,Completed
B101041,P04,L021,SKU507,2025-04-07 12:37:00,19441,17900,696,Reworked
B101042,P02,L025,SKU509,2023-12-02 01:49:00,6342,6033,76,Completed
B101043,P02,L004,SKU513,2025-01-25 22:34:00,10076,10251,294,Scrapped
B101044,P03,L014,SKU512,2024-04-26 13:08:00,8425,8039,215,Reworked
B101045,P01,L001,SKU501,2025-03-02 04:51:00,2800,2717,7,Reworked
B101046,P01,L015,SKU508,2024-02-26 00:45:00,18260,18161,1559,Completed
B101047,P03,L008,SKU505,2024-07-20 13:33:00,5952,5803,618,Completed
B101048,P03,L011,SKU511,2023-10-18 22:55:00,3807,3785,62,Completed
B101049,P01,L015,SKU507,2024-07-25 12:10:00,8163,8050,939,Reworked
B101050,P03,L011,SKU514,2023-10-21 14:56:00,4587,4499,138,Completed
B101051,P02,L013,SKU506,2024-07-02 06:41:00,19990,19689,975,Reworked
B101052,P03,L025,SKU510,2024-12-10 21:24:00,5401,5400,393,Completed
B101053,P04,L026,SKU501,2024-01-27 09:29:00,7448,7381,566,Completed
B101054,P01,L001,SKU513,2024-01-22 07:27:00,6881,6875,418,Reworked
B101055,P04,L013,SKU502,2023-10-17 21:29:00,2475,2313,170,Scrapped
B101056,P02,L028,SKU505,2024-10-19 10:05:00,2232,2204,27,Completed
B101057,P04,L017,SKU512,2024-06-16 19:15:00,11232,11161,397,Completed
B101058,P02,L007,SKU514,2024-04-09 19:09:00,6188,5878,740,Completed
B101059,P02,L019,SKU507,2023-01-23 23:29:00,3504,3530,248,Scrapped
B101060,P04,L005,SKU507,2023-04-10 02:11:00,7244,6885,1111,Completed
B101061,P03,L001,SKU500,2023-01-07 17:03:00,6933,6547,19,Completed
B101062,P01,L021,SKU514,2025-02-04 05:21:00,9633,9697,204,Reworked
B101063,P03,L017,SKU500,2025-02-05 11:27:00,19862,18763,268,Completed
B101064,P04,L025,SKU500,2023-03-03 03:13:00,7524,7234,530,Completed
B101065,P02,L012,SKU507,2023-02-11 18:45:00,14683,14048,408,Reworked
B101066,P04,L028,SKU500,2024-12-04 06:58:00,15832,15987,530,Completed
B101067,P03,L014,SKU502,2024-04-17 07:34:00,2911,2810,107,Completed
B101068,P02,L024,SKU509,2023-10-06 00:48:00,11023,10906,699,Completed
B101069,P01,L004,SKU510,2024-07-07 11:44:00,10076,10069,130,Completed
B101070,P03,L004,SKU504,2023-08-01 19:41:00,11138,10946,180,Completed
B101071,P01,L026,SKU511,2023-06-28 08:29:00,5089,5162,209,Completed
B101072,P04,L027,SKU509,2023-11-27 17:31:00,10371,10373,544,Completed
B101073,P03,L031,SKU503,2025-03-17 03:47:00,4213,4044,78,Scrapped
B101074,P02,L011,SKU510,2024-11-21 10:28:00,19024,19310,2582,Completed
B101075,P01,L001,SKU508,2023-06-21 02:04:00,12567,12220,293,Completed
B101076,P03,L032,SKU512,2024-05-20 13:10:00,2621,2417,6,Scrapped
B101077,P01,L020,SKU502,2025-03-07 01:31:00,11101,10501,574,Reworked
B101078,P02,L008,SKU503,2025-05-06 10:56:00,18674,18341,1364,Scrapped
B101079,P04,L025,SKU504,2024-11-17 16:35:00,15371,14382,878,Completed
B101080,P04,L029,SKU505,2023-04-26 23:23:00,6913,6763,175,Completed
B101081,P04,L010,SKU513,2023-08-05 16:02:00,18061,17269,593,Completed
B101082,P04,L025,SKU510,2023-07-16 17:56:00,5339,5197,93,Completed
B101083,P03,L026,SKU508,2023-05-16 16:04:00,6440,5926,630,Completed
B101084,P01,L017,SKU508,2023-06-07 19:02:00,4789,4812,130,Completed
B101085,P04,L021,SKU513,2023-10-12 14:37:00,18613,17797,704,Completed
B101086,P04,L009,SKU506,2024-05-14 23:01:00,14904,13920,781,Scrapped
B101087,P04,L030,SKU503,2023-12-25 03:43:00,11323,10913,366,Scrapped
B101088,P03,L032,SKU502,2024-01-14 17:37:00,14022,13581,354,Completed
B101089,P01,L032,SKU504,2023-08-10 04:56:00,6659,6550,384,Reworked
B101090,P03,L024,SKU509,2023-05-16 22:24:00,3271,3180,29,Completed
B101091,P02,L002,SKU507,2025-06-18 00:03:00,17224,15921,307,Scrapped
B101092,P04,L012,SKU506,2024-06-23 02:19:00,19355,19493,879,Reworked
B101093,P02,L015,SKU507,2023-07-26 16:29:00,2639,2548,9,Reworked
B101094,P02,L031,SKU514,2024-12-29 23:45:00,2930,2718,106,Completed
B101095,P01,L018,SKU514,2025-01-17 13:42:00,12071,12038,497,Scrapped
B101096,P04,L018,SKU502,2025-05-20 02:26:00,2774,2735,210,Completed
B101097,P04,L005,SKU501,2023-05-24 04:56:00,14989,14763,1381,Scrapped
B101098,P01,L026,SKU503,2024-07-29 23:20:00,19016,18306,331,Reworked
B101099,P02,L011,SKU512,2025-06-01 05:17:00,7039,6764,93,Completed
B101100,P02,L003,SKU506,2024-12-27 00:04:00,7298,7105,189,Completed
B101101,P02,L032,SKU512,2023-07-22 23:18:00,17542,16227,1311,Scrapped
B101102,P04,L007,SKU509,2025-03-14 17:31:00,8411,7989,81,Completed
B101103,P01,L001,SKU508,2024-01-15 12:28:00,6325,6443,237,Completed
B101104,P02,L003,SKU504,2024-03-16 00:39:00,3516,3467,26,Completed
B101105,P01,L015,SKU505,2024-05-17 16:59:00,17117,16464,52,Completed
B101106,P01,L004,SKU502,2024-11-25 06:04:00,18666,17587,139,Completed
B101107,P04,L027,SKU507,2023-04-19 06:10:00,3413,3394,137,Completed
